3825|Developmental Disabilities and the Family|SOCWK 356R||This course explores the nature and extent of developmental disability in Canada. It reviews traditional approaches to support services and social work practice with people with disabilities and their families, and it examines how these have changed in response to social change movements and milestones. Students consider social work interventions with individuals and families from a strengths-based perspective emphasizing advocacy, empowerment, and social support.
3826|Family Violence|SOCWK 357R||An application of the principles and models of medical, psychogenic, and sociogenic adjustment to an understanding of family violence. The treatment of victims of family violence, the prevention of such violence and social policies affecting family welfare are considered.
3827|Social Work in Health Care|SOCWK 365R||Analysis of social work in the medical setting, concentrating on identification and treatment of emotional, family, and community aspects of illness. Emphasis is on the concrete application of professional social work to health care, while comparing medical and social work values and concepts of illness.
3828|Studies in Social Work|SOCWK 375R||This course will deal with selected topics in social work. Subjects will be dependent upon the research and/or instructional interests of faculty.
3829|Family Violence: An Advanced Seminar|SOCWK 390A||Social work concepts and practices introduced in preceding family violence courses will be considered in depth. Over the course of two terms, a seminar format will be used to explore etiological and intervention issues pertaining to the various forms of family violence.
3830|Family Violence: An Advanced Seminar|SOCWK 390B||A continuation of SOCWK 390A. Social work concepts and practices introduced in preceding family violence courses will be considered in depth. A seminar format will be used to explore etiological and intervention issues pertaining to the various forms of family violence.
3831|Independent Study|SOCWK 398R||An independent in-depth study of a selected area of concern to the student within the discipline of social work. Available to individuals or small groups of third- or fourth-year Social Development Studies students and arranged with one of the faculty members from the program.
3832|Independent Study|SOCWK 399R||An independent in-depth study of a selected area of concern to the student within the discipline of social work. Available to individuals or small groups of third- or fourth-year Social Development Studies students and arranged with one of the faculty members from the program.
3833|Advanced Family Practices|SOCWK 421R||This course examines the integrated use of advanced knowledge, assessment and interventions addressing selected social problems in families, individuals, and communities.
3834|Senior Seminar in Special Topics|SOCWK 450R||Senior seminars may include weekly readings, individual and/or group projects, class presentations and discussions, research proposals, essay/literature reviews, assignments, midterms, and final exams. Consult departmental listings for topics and prerequisites for the current year.
3835|Special Studies|SOCWK 490R||An independent, in-depth study, based on empirical research and/or extensive reading in social work under the direction of individual instructors in social work. Available to individuals or small groups of Social Development Studies majors and arranged with one of the faculty members from the plan. The project must be approved by the academic supervisor of the course prior to registration.
3836|Introduction to Social Work|SWREN 120R||This course provides an overview of the social work profession as part of the social welfare system in Canada, emphasizing Indigenous and Eurocentric histories, worldviews, values, ethics, and practice approaches, including individual, family, community, and structural settings.
3837|Social Work with Individuals - Theory and Practice 1|SWREN 220R||A presentation of some of the theoretical constructs necessary for the understanding of the individual in the casework relationship, as well as an introduction to some appropriate casework interventions. Emphasis in the course will be theoretical.
3838|Social Group Work|SWREN 221R||Presentation of some of the theoretical constructs necessary for an understanding of social group work as well as an introduction to methodology and interventions.
3839|Community Organization|SWREN 222R||An examination of social work practice as it relates to functional and geographical communities. The course will explore the theoretical foundations of organization practice as well as a variety of models.
3840|Poverty in Canada and its Social Consequences|SWREN 224R||A sociological analysis of poverty in contemporary Canada as it underlies a multiplicity of interlocking social problems.
3841|Social Statistics|SWREN 250R||This introductory level statistics course will emphasize the collection, manipulation, descriptive presentation, and statistical analysis of social research data.
3842|Social Research|SWREN 251R||Introduction to the philosophy and methodology of applied social science research, including treatment of the problems and strategies of research design and execution.
3843|Canadian Social Welfare Policy|SWREN 300R||This course will introduce students to the concept of social welfare as it has evolved in the post-industrial era. It will examine various social, economic and political factors that have shaped Canadian social welfare policy and it will consider present-day factors that are transforming that policy.
3844|Understanding Diversity in Canada|SWREN 301R||"This course explores the meaning of diversity in contemporary Canadian society through social work and social justice perspectives. Students will critically analyze the ideas of ""self"" and ""others"" across micro, mezzo, and macro levels of practice. Concepts of power, privilege, oppression, discrimination, stereotypes, prejudice, multidimensionality, and intersectionality will be explored."
3845|Indigenous Peoples and Canadian Public Policy|SWREN 311R||Framed within the Truth and Reconciliation process underway in Canada, this course examines the historical and ongoing colonial processes and impacts of government policies targeting First Nations, Inuit, and Métis peoples. Particular analysis will be given to government policy as a cause of (and response to) social, political, and economic problems experienced by Indigenous peoples in Canada.
3846|Homelessness and Public Policy|SWREN 312R||This course provides students with a basic overview of homelessness in modern society. Its goal is to familiarize students with the human, social, political and economic aspects of homelessness. Throughout, the emphasis will be on understanding homelessness from a public policy framework - its incidence and prevalence, etiology, consequences, and strategies for its prevention and amelioration.
3847|Social Work with Families|SWREN 321R||Presentation of some of the theoretical constructs necessary for an understanding of the family in the social work relationship as well as an introduction to methodology and interventions.
3848|Social Inequality, Social Justice, and Social Action|SWREN 331R||This course examines the hidden causes of inequality and associated social injustices. It provides a snapshot of main issues associated with modern society and the evidence that ties them to persistent inequality and injustice. The course reviews not only the major types of inequality but also social and public policy responses to them.
3849|Cross-Cultural Psychology|SWREN 349R||This course focuses on human psychology (behaviours, cognition, emotion, motivation, and personality) across cultures, with the aim of raising awareness and understanding of human commonality and diversity. It examines theoretical, methodological, and ethical issues in cross-cultural psychology in light of the current literature.
3850|Indigenous Knowledges and Decolonizing Social Work Practice with Indigenous Peoples|SWREN 411R||This integrative practice course examines colonial impacts on social work policies and service delivery that adversely affect Indigenous Peoples in Canada. Indigenous knowledges and the importance of cultural practices for healing central to shifting colonial notions of 'best interest' are examined. Engagement in a reflexive stance encourages an inward gaze and analysis of the structural powers that work to sustain political, economic, environmental, and social injustices, as well as the identification of and actions towards decolonizing social work practices, relationships, and allyship with Indigenous Peoples.
3851|Interviewing and Assessment in Social Work Practice|SWREN 414R||"This social work methods course explores the theory and skills of generalist social work practice, with particular attention to interviewing, communication, and assessment skills used with individuals, families, organizations, and communities. Emphasis is placed on developing capacity for ""critical reflection"" on the social work practitioner's professional and personal self."
3852|Macro Practice: Critical Considerations of Community Organization|SWREN 422R||The course examines and compares the strengths, limitations, differential uses, and interconnections of the range of skills needed for community organization, social planning, and social policy practice. Practical applications such as conference planning, proposal writing and fund raising will be explored.
3853|Social Work Knowledge and Skills for Diverse Group Work Practice|SWREN 423R||The aim of this course is to develop student's knowledge of different approaches to social group work practice, and the ways in which specialized knowledge of client's life conditions, life circumstances, and significant life events informs social work practice with groups within a generalist framework. Emphasis is placed upon conceptualizing and analyzing group-work skills and the capacity for self-directed practice with groups directed towards increasing the resiliency of the group as a whole and the resiliency of individual group members. A salient goal is the use of democratic means so that group process in all social work groups reflects a vision of social justice.
3854|Social Work and Organizations|SWREN 424R||In this course, students will apply critical and anti-oppressive theories to examine how organizations shape social work practice. Students will investigate the relations between social workers, service users, agency colleagues, and other institutions in particular practice settings, and how these are influenced by policies, mandates, forms, and other institutional texts. Key concepts will include diversity, inclusion, anti-racism, decolonization, and institutional (in)justice.
3855|Practitioner Research in Social Work: Intersectional Considerations|SWREN 431R||This course examines contemporary fields of practice. Attention is given to historical developments, service delivery systems, and practices. Research activities help develop a critical understanding of how social experience impacts the ways that people with diverse experiences access and encounter some of the major fields of practice.
3856|Selected Theories for Social Work Practice: Analysis and Application|SWREN 434R||In this course, students are provided an overview of selected theories that guide a generalist-eclectic approach to social work practice. It offers students the opportunity to engage in the critical analysis and application of contemporary theories by integrating theory with social work values and principles. The course emphasizes the critical use of theory to understanding, critiquing, and transforming the social work profession.
3857|Practicum 1|SWREN 441R||This first practicum phase helps students understand the general structure and functioning of the helping network and the place of agency-based community settings in it. Simultaneously, the students begin to integrate interviewing and assessment skills to formulate an intervention plan with sensitivity to the diversity of the setting. A bi-weekly seminar runs concurrently with the practicum.
3858|Practicum 2|SWREN 442R||The second practicum phase develops students' intervention skills. Opportunity is given to enhance social work practice skills specific to particular client populations within the context of diversity, and to develop awareness of one's professional self in relation to social work practice within the agency context. A bi-weekly seminar runs concurrently with the practicum.
3859|Practicum 3|SWREN 443R||The third practicum phase helps students demonstrate understanding of, and ability to use, a range of interventions within the context of diversity. Professional identification and the integration of theory with practice are emphasized. A bi-weekly seminar runs concurrently with the practicum.
3860|Mental Health Landscapes, Concepts, and Practice Approaches|SWREN 470R||This course uses an intersectional lens to critically explore social work practice and distress, mental health, and substance use. Students explore, understand, and apply different knowledges, worldviews, and intervention frameworks related to distress, mental health, and substance use, including national policy frameworks and Indigenous approaches to wellness and healing. Key topics in mental health and substance use are considered including trauma and trauma-informed services, harm reduction, and recovery-oriented principles and services as they are relevant to social work practice. Students are introduced to community- and peer-based approaches to distress and recovery.
3861|Social Work with Older Adults: Critical Issues and Future Trends|SWREN 471R||Focusing on social work practice, policy and research, the course examines issues of aging such as health, economic changes, role transition, family dynamics and losses. The course also looks at implications of societal issues and the influence of recent Canadian research in the field of aging. Current innovative and traditional programs will be examined for their relevance for future work with populations of older adults.
3862|International Context of Practice: An Experiential Learning Opportunity|SWREN 472R||This course provides a framework for understanding a developing country through a comparative study with Canada. The collective responses of citizens in meeting community needs in the context of colonial legacies and contemporary global influences are highlighted in both settings. The international learning experience usually takes place during Reading Week and is complemented by three days of pre-trip learning focusing on Canadian realities and one post-trip day to reflect upon the comparative analysis.
3863|Special Topics in Social Work|SWREN 490R||This special topics course will provide students with opportunities to learn about emerging trends and issues in the field of social work.
3864|Society, Technology and Values: Introduction|STV 100||This course examines the interaction of the technologies developed by a culture with the values and social organization of that culture. The course exposes students to various definitions of society, technology and values, and it presents alternative views about how the three interact. These views are then applied to a number of spheres of influence, including patterns of employment and the role of work; medicine and health; polity and economy; sustainable development and the environment.
3865|Society, Technology and Values: Special Topics|STV 201||Study of the interaction of society, technology and values in a particular topic area under tutorial guidance by visiting or adjunct faculty.
3866|Design and Society|STV 202||The course uses design as a vehicle for examining technology and society interaction, particularly how we design, create, and choose technology. This course has been created to introduce students to various methods to help them view design and technology from a technology-society perspective. The overriding aims of the course are to (a) develop an ability to see through the eyes of others and promote thinking about technology in terms of users as well as producers or creators, (b) develop critical thinking skills, and (c) present design and the choice of technology as an activity involving societal and individual concerns rather than as a purely technical matter. The course does not require advanced technical knowledge and is open to students of all faculties.
3867|Cybernetics and Society|STV 205||Cybernetics is the study of the interfaces between humans and machines. This course will present an overview of cybernetics from automation and robotics to prosthetics and wearable computing. The roles of men and women in a post-human era will be discussed along with related themes dealing with gender, cyberspace, politics, and popular culture.
3868|Artificial Intelligence and Society: Impact, Ethics, and Equity|STV 208||The objective of this course is to introduce students to ethical and social concerns relating to Artificial Intelligence (AI). These concerns include historical determinism, governance, utopianism, biopower, human rights, robo-ethics, justice, accountability, and fairness. An overview will be provided on these issues as they arise in areas like art, commerce, education, finance, journalism, law, healthcare, transportation, warfare, and work.
3869|The Computing Society|STV 210||This course examines the historical and current relationships between computer technology and society. It explores the impact and consequences of computing from a societal perspective, but also considers various nontechnical factors and values that have shaped computing technology and practice. The scope of the course will range from early mechanical aids, through the mid 20th century invention of electronic digital computers, to the networks and mobile applications of the 21st century. Technological studies relating to gender, education, employment, and war will be used as focal points. Material artifacts will form a core element of the course.
3870|Information Technology and Society|STV 302||The course has been designed to provide a framework or set of intellectual tools to help students understand and evaluate technological change. These tools will be applied to the development of information technology, its interaction with society, and possible future scenarios. Selected topics include understanding digitization as culture, visions of the future and the perils of prediction, as well as issues related to application areas such as the home, manufacturing, office work, design and services, education, and law. The course will also consider some of the privacy and personal dignity issues associated with information technology.
3871|Technology in Canadian Society|STV 304||The course begins by questioning whether or not there is anything distinctive about Canadian design and its context. Through the use of historical and contemporary cases, this course examines factors influencing design and technology choice in Canada and their outcomes. The future of design is also considered in terms of current trends, issues, challenges and opportunities.
3872|Technology, Society and the Modern City|STV 305||Cities may be humanity's most significant invention, where we shape our vision of the civilized life. At the same time, the demands of cities shape our lives in fundamental ways. As most of humanity now lives in cities, the technology of city living increasingly becomes the technology of human life itself. The purpose of this course is to examine the technology of civilized life, with the city itself as both a technological system and a scene of technological living. Topics explored include food, transport, cars, architecture, urban planning, public spaces, sanitation and health, civics and governance, sustainability, and information and communications technology. The Canadian city receives some emphasis.
3873|Biotechnology and Society|STV 306||Biotechnologies are currently migrating from the laboratory to a wide range of consumer products. In everything from foods to pharmaceuticals, genetic engineering is entering daily life. The biotechnology revolution will likely have as much of an impact on our lives as the information technology revolution. However, there is a wide and potentially dangerous gap between research and development on the one hand and societal awareness of its impact on the other. This course is intended to help students gain a deeper appreciation for the issues, including ethics, surrounding biotechnology and society. It will do this through an investigation of such interactions between biotechnologies and society as genetics and the law, foods and the media, and soil remediation and the environment. Consideration will also be given to the role of computing in biotech research and in the human genome project.
3874|Society, Technology and Values: Senior Project|STV 400||An independent, supervised research project related to the interaction of society, technology and values. Projects may take any format that demonstrates scholarly merit. Formats may include essays, impact studies, designs, computer software, or other media. Students are responsible for proposing suitable projects and are encouraged to seek faculty advice on plausible topics.
3875|Society, Technology and Values: Advanced Topics|STV 401||Advanced study of the interaction of society, technology and values in a particular topic area under tutorial guidance by visiting or adjunct faculty.
3876|Introduction to Sociology|SOC 101||An introduction to the basic concepts and frames of reference of sociological investigation and interpretation. Topics for analysis will include communities, associations and institutions, classes and status groups, crowds and publics, social processes, and social change. Special attention is given to Canadian society.
3877|Introduction to Sociology|SOC 101R||An introduction to the basic concepts and frames of reference of sociological investigation and interpretation. Topics for analysis will include communities, associations and institutions, classes and status groups, crowds and publics, social processes, and social change. Special attention is given to Canadian society.
3878|Sociology of Marriage and Family|SOC 200||An introduction to the sociological perspectives on marriage and the family in urban-industrial societies. Special attention is given to marriage and the family in Canada. Comparisons with U.S. and Britain will be undertaken.
3879|Victims and Society|SOC 201||This course will examine the substance of victimization: the scientific study of victims, the process, etiology, and consequences of victimization. Topics will include victims and politics, the victims' movement, victim-precipitation, the victimization of women, and family violence.
3880|Classical Sociological Theory|SOC 202||An examination of the nature and function of sociological theory and the types of theory that founded the discipline in the 19th and early 20th centuries.
3881|Sociology of Adolescence|SOC 204R||The social definitions of adolescence in cross-cultural and historical perspective. Social roles of adolescents in the institutional structures of urban-industrial societies with special emphasis on the family, education, and the economy. The relationship of adolescents' social roles to processes of social change and stability.
3882|Social Problems|SOC 205||The specific social problems discussed will vary but will include problems of well-being, problems of inequality and power, and problems related to modernization.
3883|Sociology of Education|SOC 207||The focus of this course is on the sociological study of education in Canadian society. This course applies classical and contemporary theoretical approaches to study education systems and the relationship between school and society.
3884|Sociology of Education|SOC 207R||The focus of this course is on the sociological study of education in Canadian society. This course applies classical and contemporary theoretical approaches to study education systems and the relationship between school and society.
3885|Sociology of Sport|SOC 210||This course examines sport in modern societies and the distinctive features of Canadian sport. Attention is directed to the relationship between sport and other institutions, including the economy and political system. Contemporary issues, including racial and gender inequality and controversies over violence and drugs are also considered.
3886|Surveillance Studies|SOC 213||An introduction to the central role of surveillance in shaping power relations and knowledge across a range of social and cultural contexts. Foundational historical, theoretical, and empirical texts that define the field of surveillance studies will be explored.
3887|Research Methods|SOC 221||An introductory survey of the research techniques commonly employed by sociologists, criminologists, and legal studies researchers. The formulation of research designs appropriate to various kinds of intellectual problems in social science is stressed.
3888|Juvenile Delinquency|SOC 222||A systematic analysis and criticism is presented of biological, psychological, psychoanalytical, and sociological theories of juvenile delinquency. Attention is given to statistics and contemporary research with special emphasis on the distribution and types of delinquent subcultures.
3889|Deviance: Perspectives and Processes|SOC 223||The deviance-making process is examined in a variety of social contexts. This course examines the emergence of rules and control agencies, the processes by which people become involved in deviant activities, and the contingencies affecting their careers as deviants.
3890|Deviance: Perspectives and Processes|SOC 223R||The deviance-making process is examined in a variety of social contexts. This course examines the emergence of rules and control agencies, the processes by which people become involved in deviant activities, and the contingencies affecting their careers as deviants.
3891|Poverty in Canada and its Social Consequences|SOC 224R||A sociological analysis of poverty in contemporary Canada as it underlies a multiplicity of interlocking social problems.
3892|Games and Gamers|SOC 225||This course examines games, gamers, and gaming culture as entry points to understanding the social implications of digital media technologies.
3893|Criminology|SOC 227||An examination of the major theories of crime causation and their implications for the development of social policy. Both historical and contemporary theories will be discussed.
3894|Sociology of Criminal Justice|SOC 228||Decisions to process offenders and the role of social factors in the Canadian criminal justice system are critically examined. Focal issues include police discretion, the legal profession, and prison systems.
3895|Selected Topics in Criminology|SOC 229||Sociological analysis of research and theory on selected criminal activities. Motivation, modus operandi, and the social characteristics of offenders will be examined in relation to such specific crimes as drug and sexual offenses, theft, robbery, murder, organized crime, and/or other criminal activities.
3896|Special Topics in Sociology|SOC 230||An in-depth analysis of research in selected topics in Sociology.
3897|Technology and Social Change|SOC 232||This course examines how forms of society influence technological developments and, reciprocally, how society is influenced by technology. It covers such topics as the de-skilling of work, technocracy, communications technology, and cyberspace, from an historical perspective, looking for the unifying features of technologies ranging from Stone Age tools to the microprocessor.
3898|Terrorism|SOC 240||This course offers an introduction to the study of terrorism, with a primary focus on sociological approaches. The course examines the history, causes, and diversity of forms of terrorist groups and the process of radicalization, suicide terrorism, and some aspects of the counter-terrorism response of states.
3899|Sociology of Work and Occupations|SOC 241||This course is an introduction to the study of work and occupations including labour market trends, professions and the professionalization process, how work is experienced, balancing work and family, and the impact of work on lifestyles, leisure, and retirement.
3900|Mass Communication|SOC 246||This course provides an introduction to the social processes and functions of mass media communication - with particular reference to the Canadian context. Emphasis is focused on the relationship between mass communication and the ongoing reconstruction of social reality.
3901|Health, Illness, and Society|SOC 248||This course discusses health, illness, and the distribution of disease in society. It introduces concepts such as social determinants of health, population health, and culturally competent care. The strength and the limitations of the Canadian health care system will be examined through a sociological lens.
3902|Sociology of Mental Disorder|SOC 249||"An examination of sociological research and theory in the field of mental disorders particularly as they apply to issues of law and social control. Topics include mental health legislation, the medical model of mental ""illness,"" the epidemiology of mental disorder, family processes and psychiatric hospitalization, public attitudes and social stigma, and specific forms of mental disorder."
3903|The Culture of Cities|SOC 252||Through the analysis of multiple aspects of city life, this course examines the larger question of a city's uniqueness, identity, and culture. Approaches may include case studies, comparative analyses, and theoretical accounts of city life.
3904|Demographic Change in Canada|SOC 253||An introduction to the study of human population, with a focus on mortality, fertility, migration, and spatial distribution in Canada. Methods and measures used in demographic research, sources of demographic data, and the health and social implications of the major demographic trends are discussed.
3905|Ethnic and Racial Relations|SOC 256||Relations between different racial and cultural groups, analysis of majority-minority group status with special reference to Canada.
3906|Millennialism and Violence|SOC 258||An examination of the nature and causes of episodes of mass violence inspired by apocalyptic beliefs. This course will use historical and contemporary case studies and theoretical discussions of the social and psychological factors precipitating violence.
3907|Spirituality, Secularity, and Religion in Sociological Perspective|SOC 260||This course examines the nature of religion, spirituality, and non-religion in society and their impact on many aspects of social and political life in North America and Europe. We will also consider how religion, spirituality, and non-religion can be sources of social stability and peace as well as of social change and conflict.
3908|Cults and New Religious Movements|SOC 262||This course examines various cults and new religious movements (e.g., Scientology, Krishna Consciousness, Neo-paganism) and places them within the context of our sociological knowledge of their emergence, who joins and why, and other issues.
3909|Organized Crime|SOC 263||"An examination of select criminal organizations in North America. Particular attention will be given to the social history of ""the mafia"" and the development of legal tools for policing criminal organizations. Additional themes for discussion include enterprise and economic crimes, corruption, and the role of women in organized crime."
3910|International Migration|SOC 270||This course examines different international migration flows, including irregular immigration, refugees and asylum seekers, and low- and high-skilled labourers. Drawing on migration theories, it critically examines why people move, how states respond to different flows, and how migration controls intersect with gender, race, class, and nationality.
3911|Mennonites as a Sociological Community|SOC 275||An analysis of the Mennonites as a social movement, their transition to a sectarian community, transformation to a religious-ethnic society, and present pluralistic profile. Case studies of/and field visits to area Mennonites included.
3912|Social Statistics|SOC 280||A basic course in statistics used in social science research including sampling, central tendency, probability, and covariance, as illustrated in specifically sociological and criminological data.
3913|Contemporary Sociological Theory|SOC 302||An examination of the nature and functioning of sociological theory in the 20th and 21st centuries, with a focus on selected types of theory that have been influential in shaping the discipline.
3914|Media and Crime|SOC 304||"This course explores the complex interactions between media and crime. Topics to be addressed may include news reporting of crime; moral panics; signal crimes; media constructions of crime, offenders, and victims; ""reality"" crime shows; citizen journalism and the new media; surveillance and social control."
3915|Socio-Legal Approaches to Privacy in Contemporary Contexts|SOC 305||An introduction to privacy as a socio-legal concept and to major debates surrounding privacy in contemporary contexts. National and international frameworks for the regulation of privacy will be examined and may include analysis of major cases in privacy law.
3916|Juvenile Justice|SOC 306||An examination of theories of juvenile justice, juvenile law, and the structure and operations of juvenile systems, especially in Canada.
3917|Problems in Contemporary Education|SOC 307||A study of problems arising from the interplay between institutionalized education and the forces of rapid social change in the contemporary society. It emphasizes the changing roles of the learners and instructors and social dimensions of newer learning theories and programs.
3918|Social Networks|SOC 310||A survey of applications of the concept of the network in studying social structures. Examples will be drawn from diverse areas, such as interpersonal relations, community studies, social support, interorganizational relations, elites, deviant groups, etc.
3919|Sociology of Science|SOC 312||An examination of the social character of the development of science and the production of scientific knowledge. Specific topics will include defining science, cultural influences on the rise of science, the social nature of scientific institutions, selective bias in scientific procedures, and the social construction of scientific facts.
3920|Social Problems in a Global Context|SOC 320||This course examines causes of and responses to critical social problems in different world regions with a focus on how these problems intersect with processes of globalisation. Topics include global economic inequality, global health, gender inequality, the environment, and war.
3921|Field Research Methods|SOC 322||This course provides a critical evaluation of research techniques in sociology, criminology, and legal studies with an emphasis on learning and applying qualitative fieldwork approaches.
3922|Digital Cultures|SOC 324||"In this course students will develop a sociological lens to examine the intersection of technology and digital cultures. Students will unpack and problematize key terms, ideas, and discourse associated with digital cultures. Learning outcomes include examining how popular technology discourse both structures social action and obscures underlying relations of power and inequality. Sample topics students will work on include critical investigations of ""smart"" technologies and cities, online communities, maker cultures, sharing and platform societies, as well as automation and gig work."
3923|Sexuality and the Law|SOC 325||"Despite the commonly held belief that sexuality is nothing more than ""doing what comes naturally,"" cultural definitions, including prohibitions against specific forms of conduct, impinge upon the most private or intimate of acts. This course examines the social construction and control of sexuality through law."
3924|Punishment and Society|SOC 326||A critical criminological and sociological examination of theories and practices of punishment. This course will examine transformations in penal theory, penal management, and penal institutions and their social and policy implications.
3925|Policing in a Democratic Society|SOC 327||A critical examination of the police as social control agents in contemporary democratic societies. Topics include the historical evolution of policing; police recruitment, training, and education; police/community relations; the occupational subculture of the police; police authority and discretion; private policing; and police deviance and criminality.
3926|Trafficking and Financial Crime|SOC 328||An examination of the causes and impact of the illegal traffic in goods and services in Canada and internationally. Topics may include human trafficking, trade in illicit drugs and weapons, money laundering and financing of terror, and the relationship between trafficking and state political violence.
3927|Security and Governance|SOC 329||The course examines the relationship between the framing of (in)security and policing as a dominant approach to govern risk in our modern era. Topics may include the policing of political protest, the Anthropocene, and the Internet. Students will analyze what's at stake with the diffusion of security in social life.
3928|Special Topics in Sociology|SOC 330||An in-depth analysis of research in selected topics in Sociology.
3929|Public Policy|SOC 334||An examination of the policy-making process in liberal democratic societies, and an evaluation of the tools employed by policy analysts to understand that process.
3930|Migration and Legality|SOC 342||This course introduces students to key concepts and case study research on the regulation of human migration and its exclusionary practices. It examines how state policies, laws, and international organizations control the mobility of migrants and refugees across regions and borders.
3931|Social Movements|SOC 346||The analysis of varieties of social movements and their relationships to social organization and social change.
3932|Migration and Development|SOC 349||This course explores theoretical perspectives and empirical studies on development and the related field of migration studies. Specific themes may include history and colonialism, seasonal and labour migration, forced migration, immigration policies and their social and economic implications, and transnationalism and diasporas.
3933|Sociology of Aging|SOC 352||An introduction to individual and population aging. Topics discussed include: aging from a historical and comparative perspective; aging in subcultures; aging and the social structure; aging and social processes; aging and the environment; work and retirement; and aging and leisure patterns.
3934|Comparative Health Care Systems|SOC 354||This course discusses health care systems around the world from sociological perspectives and introduces health care system evaluation criteria to examine different nations' health care models, including health care delivery and financing. Some basic research methods for health care systems studies will be introduced.
3935|Power and Parenting|SOC 355J||An examination of contemporary parent-child relations in terms of a reconceptualization of power. Special attention will be given to contemporary interpretive (e.g., hermeneutic) approaches to a reformulation of the relation between power and action.
3936|Canadian Society: Special Topics|SOC 362||A critical examination of special issues and topics bearing on the nature of Canadian society and/or the interrelationship of Canada with other aspects of the international community. Topics will vary according to the instructor's interests, but may include such issues as multiculturalism, immigration, national unity, globalization, poverty, and industrial development and policy.
3937|The Sociology of Community|SOC 369J||This course examines how our contemporary concern with community is connected with the rise of modern society and the development of the urban-rural debate. Our anxieties about community will be shown to be connected to our anxieties about family. Special attention will be given to the interpretive approach to these issues.
3938|Sociology of Law|SOC 370||This course examines the social construction of law and its administration as a social process. Topics will include law as an instrument of social control and social change, legal culture, the identification and evaluation of criminal suspects, the trial process and the rights of special groups. The specific laws highlighted will vary.
3939|Studies in Sociology|SOC 375R||This course will deal with selected topics in sociology. Subjects will be dependent upon the research and/or instructional interests of faculty.
3940|Ethnomethodology in Theory and Practice|SOC 383||Ethnomethodology is a study of the methods and practices people use to produce and recognize social actions. Topics may include greetings, the sex/gender distinction, science and common sense, breaching experiments, and jury deliberation.
3941|Criminal Justice Institutions|SOC 387||The societal context of policing, courts, and corrections is examined to understand how social control and the law are used in the criminal justice system. Special emphasis is placed on the socio-economic, legal, political, and situational environment that shapes responses to different categories of offenders and offences.
3942|Independent Study|SOC 398R||An independent in-depth study of a selected area of concern to the student within the discipline of sociology. Available to individuals or small groups of third- or fourth-year Social Development Studies majors and arranged with one of the faculty members from the program.
3943|Independent Study|SOC 399R||An independent in-depth study of a selected area of concern to the student within the discipline of sociology. Available to individuals or small groups of third or fourth-year Social Development Studies majors and arranged with one of the faculty members from the program.
3944|Theoretical Perspectives on Gender|SOC 401||An examination of sociological theories of gender and gender relations. Emphasis is placed on tracing historical changes in interpretations of gender, with a particular consideration of contemporary theoretical debates. Approaches to be considered include feminist theories as well as political economy and cultural studies.
3945|Religion and Spirituality in the Social and Legal World|SOC 402||This course examines key substantive, theoretical, and methodological issues in the field of sociology of religion. Students will critically analyze high-profile media and legal cases surrounding the role of religion, spirituality, and secularity in Canadian society. Students will also further their knowledge by completing their own projects in this thematic area, developing both their research and written skills.
3946|Sociology of Knowledge|SOC 404||This seminar undertakes to develop a general theory of the relation of social thought to social action, comparative value systems and the role of the scientist, artist, and intellectual in society.
3947|Seminar in Classical Sociological Theory|SOC 405||An analysis of selected original writings by the major figures in the classical sociological tradition of the 19th and early 20th centuries and selected critical literature.
3948|Seminar in Contemporary Sociological Theory|SOC 406||An analysis of selected original writings by influential figures in contemporary theory (i.e., mid-20th century onwards) and selected critical literature.
3949|Canadian Social Thought|SOC 407||We examine the development of sociological theory in Canada by focusing on major historical and contemporary figures and theories representative of English-language sociology. We examine, in addition, sociologically important scholars and schools of thought in history and political economy as well as selected developments in French-language Canadian sociology.
3950|Contemporary Debates in Sociological Theory|SOC 408||This course deals with recent controversies in sociological theory; e.g., Giddens' theories of structuration and the state; critical theory, including the works of Habermas on communicative action; postmodernist theory; the positivist/interpretive debate; and varieties of psychoanalytic theory.
3951|Surveillance and Society|SOC 413||An examination of the way monitoring technologies alter and shape social life in terms of security, fear, control, and vulnerability.
3952|Educational Theory and Practice|SOC 416||Students will analyze the major theoretical explanations and practices in education. This analysis will enable students to develop a deeper understanding of the various social processes involved in defining and transmitting knowledge, skills, and power relations from one generation to the next.
